Phone Number,Target,Count
+46733032621,168623417746838908252270522305948880998,2
+46733052222,306406841388018227073660402567480922552,2
+46733091474,100135811058302927437703591809386570157,4
+46733092202,87572920321486009544925547791263089892,2
+46733097715,63666194244181736900258480081597226177,3
+46733102091,233708300758755103239497778448482316877,4
+46733103134,290481838602329072415992857377289259795,3
+46733104702,278181309023460702643263338383536787566,4
+46733106641,42861960155406064106120676947635380408,2
+46733108444,200974551921906975255329584939418207718,7
+46733108444,231154322023104370789367519886511240168,6
+46733119750,46840693151342999705736513691086668679,3
+46733120008,193072862278340784869552387107266431256,3
+46733120557,11554296462484555020284809958339057852,7
+46733120737,256897018612146979645990395574345631494,5
+46733120737,36259009454320984250845302345405543179,5
+46733133048,205659364118016785673420579213590392489,3
+46733135960,216285998675409168910559187539475954803,5
+46733135960,23969709905494468639589609938342570452,5
+46733138783,136086317302377498203633619491640251283,3
+46733138783,151003161676114525591603867996202496097,3
+46733139557,146027275415234379950162800394124565768,3
+46733139557,146580864632487290398516548912989345331,3
+46733139557,255549136978228117000243061163113154662,3
+46733139557,279022943062139699169620847094010935927,2
+46733143577,122464410962198770308782827987765563590,4
+46733143577,162979090686349796957491213863145623145,4
+46733153669,201477436126568311688299106273624779973,5
+46733153669,298101422281109962905524731407117497086,2
+46733160826,118244735080280928780740327493408379549,3
+46733163485,127622457663339814316638304814337929188,4
+46733167700,205415384945177969618355979336838909407,7
+46733191111,23449680179893928554790341999774259766,2
+46733194654,240324185971635625577041750259571503151,3
+46733194654,311037836842097985062432579186298052301,1
+46733194670,169838241873956082093428261894972621957,4
+46733198339,128186523241516210945616641568357818602,1
+46733200146,74141265277437535050307800473944475776,2
+46733203000,300321719451689817966319895719952250104,5
+46733210110,266847760200792836312837713836120704729,5
+46733211684,339951001595444732602779460293395771016,4
+46733227829,325302730834631655559307692318973356147,3
+46733229323,83874730973152026542351650720938012547,6
+46733242079,113377258340418518024452110265463440546,10
+46733243074,101580132265976816166136116820818901909,7
+46733243074,316453617473423902135838678971695067835,5
+46733243074,87402578730743066111988272232534635587,2
+46733248997,174436129386092628142453392741165528180,2
+46733249491,187232532130823801163362045662544674420,3
+46733264060,18975811724860822546021234525930987753,6
+46733264060,48431594524071467958874123924825611964,5
+46733265563,196031596235960105488910751680467229907,3
+46733266200,22588111316193935434612171084463526812,3
+46733283074,46850367146893094240619618802506055396,3
+46733294489,98129824298872443346713612218730546603,5
+46733295192,294434570213854107341637042654118145933,3
+46733299355,135836612046980467202077193347837621427,5
+46733299355,238898280793451308331552946810494472470,5
+46733299355,301357894234288494083862091631287449095,7
+46733300483,124673244840745292457079814531227087928,5
+46733301851,34225238900944842981699665678794738585,3
+46733308094,229655957158130507709475127878549000309,3
+46733310354,279787639387182546644103424595183808135,1
+46733310354,33847126642758979760361188652804919464,1
+46733310354,68454320952409044668122108145978023360,1
+46733310354,94047894934389733294483156874477426347,1
+46733320132,255621319803415067630786739912585468890,8
+46733322233,108087385523800193531162171340170914055,4
+46733322233,159600148241485817179820778821794785252,5
+46733322717,59603123313878013966005802802656296694,12
+46733324317,38318421608892962072715599929048666658,5
+46733337874,49846776593723699012966402849936108042,4
+46733338304,304566458924106921520556919410179320529,3
+46733342167,71426065253307352724645415737286163399,3
+46733348633,311615872525209888910601898755333791177,2
+46733355843,145827933959321805983329165017112399610,5
+46733360595,90652216329163758503521626440634239643,2
+46733362302,259488579755135641054203336332588358113,1
+46733363065,175630636427998980378233662407793409998,5
+46733364955,97661008486853928772957809750557759784,5
+46733365963,160249353684594039968054411740726430784,2
+46733365963,211236511371766312986105000114973024710,2
+46733365963,2587001760378066415612604153685776735,3
+46733365963,274028948141088321344931958879227537087,1
+46733371510,215237572916995503158151076000833250261,2
+46733372235,11593860794630843137615128877460324809,4
+46733372235,28539319707965122107039307646040632273,6
+46733372551,336624025699834546562875440030686776684,2
+46733373116,262757982456517996625368859435754773218,2
+46733373380,221440503731040759601721693252672884399,5
+46733375988,10444028562865371141283845530415657812,2
+46733377833,328934209297529511926019008372609996631,6
+46733388394,303549623473123597223333833807390893195,6
+46733399393,79542043035541208496481120291722111322,4
+46733399575,106878385846268600413335066680090363328,6
+46733404115,77181454609123285223114952831871198923,3
+46733407203,337534589796950277805983412304608869572,3
+46733408888,159738920655956140707827977935415976987,4
+46733409070,127703719835617496175793259437773905530,3
+46733409070,156477287886434397978326173711450044394,1
+46733409070,182169597842084663782527371569700136709,1
+46733409070,21961855943752143815874176743202050045,1
+46733409070,95081274095721537615311921999112727843,1
+46733409701,26790446834363698164282327622638647832,3
+46733411152,259851869725271099323900186527223872366,2
+46733414263,301098233063784179588074038304332318813,7
+46733442401,221654159914495699071186255256441992466,5
+46733442401,241719637266754031047576992685076450393,3
+46733444083,193231161876961553857417503869507031685,2
+46733445413,12807935309546556570103169426333450340,7
+46733446022,243442386938424654186874190311415759378,4
+46733463610,306482897213684661691364774491155115802,4
+46733467465,135001317998782826831839892772059435142,5
+46733468060,189143030192346872327023099713274786922,4
+46733477758,205754047075390829270021433087731583984,2
+46733500908,327579898537454493646981262964501794555,3
+46733501812,75475285871142177016033354579862145155,4
+46733518550,337469112084962087638598897721043595853,2
+46733527447,226167410819533830108160371688763022029,2
+46733537545,225729254206208045034787741715719259149,2
+46733537545,37376064441828695656109799409695417849,2
+46733540713,316195866236836100454998522681503432939,3
+46733540819,142361957268500579264873233922081783033,5
+46733543743,223760069105402090789736183227778928292,3
+46733546132,106857439185389385715838519740177876888,4
+46733546132,11347765206447592680070966476354245358,8
+46733547614,172296785935463135409923825760852229706,4
+46733558051,232900661680878212781315731436476270914,5
+46733560010,288709175209737793614778698924448105463,4
+46733560010,289587863519655553207250125121894008158,5
+46733564670,150256262301483183255587996930200384867,3
+46733574991,241140337377954645970911491254751262968,5
+46733583355,109614442568423607839110018935359051407,5
+46733585586,232597966472156806570589206758472160829,3
+46733591610,87989212116835493171059758028321999202,4
+46733604238,22249784921675022412400394738960438315,2
+46733604238,262104789753104221132822441721470678744,2
+46733604261,204039148842233708084527509546198622867,3
+46733604261,296637151666344571046431178213884614690,2
+46733604261,89828125151120951814983783876070077885,1
+46733627615,197648337186158896621800018395973600677,3
+46733627826,304018752408491563044547550362047140211,5
+46733628614,5787354482920023141313417049307198694,2
+46733628614,85881519566704293471787821677037148954,5
+46733640339,337468084933964939631659803929425083296,5
+46733642293,11013185991473255727035200845669368194,6
+46733642866,81648823619022637114068114611272726846,2
+46733645616,324124997656544664454185567281391287935,4
+46733647522,210299083822517190465871978013729309587,2
+46733649721,232744983120894124213956492741122129715,5
+46733657658,324444751555689669291287194927901280728,6
+46733657658,69682480038869601785072053011006208469,1
+46733661701,230050271071606181161056542542111262180,4
+46733666117,301486875600280239277433572828153295340,3
+46733669592,233264839864698570831025134768449660574,3
+46733669592,265248460154750974909291831754182339828,6
+46733670784,98207987466748739333262748272954554153,3
+46733673170,4231267247338842430664961297066608699,4
+46733673428,285875577427517312663451074606848576953,5
+46733686107,82778847731899333843945669457855593330,3
+46733689259,26739561402861485900474982126022681301,5
+46733696420,150181590323301376955442182332544785317,2
+46733704749,277674876806127758844419201980153272044,7
+46733707297,276143848472957270330156922948697641177,4
+46733710198,252709720663012626315430323572826579811,4
+46733710198,27492367535426797403236005721542804694,3
+46733726832,10657642448497434024421853422014981623,2
+46733726915,136158346498238465788231120229083682729,3
+46733738133,260270325522285775764720297465536645819,3
+46733742621,173977321976557682744310355007997417759,3
+46733746597,216826474364493755797819987828272236409,1
+46733746597,297913347975299208955635579648845807484,2
+46733757143,21176517072409443722862217343496337405,5
+46733761120,177741996438444101706461045887069383929,3
+46733763599,289897459250482212333696259176431214870,2
+46733764502,85106627833438577666646725779914882789,5
+46733770870,227176890912353915161229165606795377254,3
+46733777836,91075600110433885859038264095952693915,7
+46733781134,323505846074434588122154073447936131195,5
+46733783304,49233668658275666706983180199892181849,3
+46733783680,32734324242186532172104172575292846620,6
+46733800199,157159048406961433118971558433842860098,4
+46733800878,23905060203720234079122974589722587480,7
+46733806604,309339245992446114146090524473768858545,5
+46733806604,86871623675235372494256068288344177346,6
+46733807137,165630942723998237934119220129107720672,7
+46733810550,194460915179130200335330162603325635677,4
+46733820335,150490901958952854313528122963053947174,3
+46733824679,139372678056140610181915304597849748134,5
+46733827144,251342614956005314014509524882899958778,4
+46733828130,141034452379939649461020735486820499928,4
+46733835001,60016207450993388843765545110753524104,7
+46733840224,66339053902662002722546920856719340945,4
+46733846260,267960329932925010496756015963646890071,4
+46733846277,168146000694865072724384033407322418147,4
+46733847479,141496320272036185633840367635685010705,2
+46733847572,306524144541953954438229921211788622713,4
+46733847906,68855645903192670324695971853573039499,2
+46733848131,296950185703057338641493167552201097173,9
+46733849077,6174053052625059653611815097925979548,9
+46733855655,113213004912229920434316527253490791304,5
+46733860087,221606189671435317750320907129949021698,4
+46733864081,225064216020636800677658454482323733691,3
+46733864081,8029961407761447801185781117876549757,3
+46733865046,100705676748187957718903862435600936471,3
+46733877559,25559078819549751329950786901418309821,3
+46733880969,19142857648561226813921101566659476234,3
+46733882184,35810708223191510343502161476819732559,2
+46733883777,60370682907067020169986904770593199522,7
+46733885799,37532216405605152308971882634257995575,7
+46733888006,21764997012172056005211525703190596052,5
+46733888501,187339941876256328865074400040071819751,4
+46733888501,57993448013945104235312502199200970309,4
+46733891249,57767555839193430976591054364654219083,2
+46733898369,27338987872981072076000344701537954974,2
+46733898369,284566906429459297330439901118269336290,4
+46733914743,225015837213458915927759073712175513555,5
+46733916470,88796478185825010068031090967651137483,4
+46733917235,331050691333655307498499008659149888659,3
+46733921643,181785652367033199607281910887374933686,6
+46733921709,215003783968828346828332800094586060211,6
+46733922870,277289577391073395177588865580247868793,3
+46733923223,186540160371774306269315896210226132195,3
+46733926395,184295398750976573370633764914449099852,3
+46733928073,194163627852641714194826475404404752818,8
+46733929820,117228675040630165980688470164225949957,4
+46733929820,309303522046540542723538107307022539498,6
+46733934392,270263793889835456802060558457910241279,2
+46733935215,206307084863723505678539976079548757742,8
+46733940132,278818271484121857048212131533787583762,5
+46733940132,74359182038190218535301275037287355677,3
+46733940132,94210381535819092778302780850987615090,2
+46733952581,228101640474517996296679000345816684777,3
+46733963193,1167773661343340917584837155915184518,2
+46733969791,278728692007552244764499696817193831529,3
+46733976407,150699881290365742692426247465435158431,4
+46733976407,234249040077492848825641773189694842677,4
+46733990106,134328168444054486659792265842399341196,3
+46733999394,17080221943760296417749111867293645508,3
+46734018220,152007753645727080569372358782841884057,2
+46734025192,104051592059158240461422187319530374649,4
+46734025192,273912640882780979814796667314650524053,6
+46734027291,256909044726126221984866968995872645396,5
+46734035333,12584340217044127168215613122580364150,2
+46734035832,156245799266307093171681917830436822828,5
+46734041317,26283066287369646729675181780440508047,3
+46734044102,319334550195990857910706229498511717419,4
+46734044905,34745500750172400169375369415549441850,5
+46734067002,79180118021919326598569181918077303159,4
+46734070700,23318695706224298645866837945699675491,3
+46734082941,62244242325654853008699478765847834807,6
+46734116238,195463099281112995599198210106688741979,6
+46734118127,11076221469499139404734621847852630840,1
+46734118127,224088623199368580898437405015075670174,4
+46734123907,273527849261638441351863691159279787738,4
+46734151190,176253076681513756084536428988118866481,3
+46734157639,335362933194616853547686047880779436560,6
+46734158403,257345684704711167703166476665143946474,5
+46734158403,6231237095193456903256558063996518731,3
+46734162206,208704263263117981762882830965266130404,3
+46734162206,321613341022013956295756078681795478542,6
+46734164272,206751034560847788447873882914030496917,5
+46734168980,142283222255640484608624384394003614717,4
+46734168980,58249930584456773542962609294964153920,3
+46734170099,280901784552903479584898036399865535642,3
+46734176644,10522004007122827080075834682115934103,3
+46734193128,31520796027138282596999847920057019030,2
+46734193128,98791862666848416571412012874986620329,4
+46734194907,130611009263197992363503703576162120067,2
+46734209920,141227422481163759974432568114004563732,8
+46734222593,327251397687359271071414887018162591350,3
+46734224423,124778568371659685422420034118639236213,3
+46734224423,217165662032274138869020971096440243452,4
+46734224443,171859550118531028400736881429122255679,5
+46734228819,208428660604036781374899173769961764006,4
+46734232980,263166596076070571675602489317392723671,2
+46734238368,34815128967671664422468526118379483835,5
+46734238933,300571549518197514849519541406842570162,5
+46734244506,38071617564661447382680065532981281343,4
+46734245230,22025141917406001479094753920347885645,5
+46734246008,157809242356392913278243377417426510996,5
+46734246307,203739478535196480550151467652866503274,4
+46734247366,109336978209301784160859001131197832841,5
+46734262800,21503706171669982043738698890752962262,2
+46734266185,197632294192086486652913045418401821282,4
+46734267264,90198265845133432055503331562481108168,3
+46734281699,232128983780299915506404493358910371205,2
+46734292501,207750954905903046702790483442831622165,7
+46734320041,198016041374353367411512901089443644301,6
+46734325243,122785151628368527256294978813268359011,6
+46734325243,3692578242775789555391020600973100992,3
+46734337914,187969216552410081318396288943221692768,3
+46734338030,229671051847119285421773085272509025652,6
+46734344247,92302693000568494811339927133468744922,4
+46734349331,123654168038374109351680225196698012283,6
+46734351321,328519683672588086339265391945989078259,3
+46734353185,70261026322849745068930147380481710573,6
+46734360502,217718958608995651137982894894016441453,2
+46734363538,202132779144816614019324573790208739676,3
+46734365791,23034321771394090474646466076122969097,5
+46734393980,115529220372739388596557670031294960232,2
+46734394269,146154932174790297438681216780595588173,3
+46734394269,99623609112265649856360063849978788678,3
+46734395041,333420670117567275432709000330791949939,4
+46734407663,216848412377266989830066895931282808280,4
+46734416303,328820211031871456151601740559441841644,6
+46734419998,213483226227784364955856687181847977597,4
+46734426664,299553085782188477650943248514319483839,7
+46734439987,169703192760039796673568186592904482151,4
+46734439987,310835411945959280209880231324738786917,4
+46734454748,7059123870845006507353223334081525234,2
+46734459003,139714628943108278762411976652976438667,2
+46734459003,194240852903202137969727673540854305506,3
+46734479209,31063129720607498874520929419446640872,5
+46734481525,277844353397542732883260985623245987871,7
+46734484901,101870570521598517281344340096087523067,3
+46734603499,143820186247875617657441566922586613342,2
+46734605177,33733075751795964583593889403807703354,3
+46734617248,228333277870055578911122360994608795855,3
+46734640195,142597105783625530090580266725994658645,1
+46734640195,144799596917865289838592318535439830572,1
+46734640195,15181518099952154569219067525057101191,1
+46734640195,192473329989124799403706938882931377354,3
+46734640195,307385559092675559444536086302974685050,10
+46734640195,51079042812433786125368597941384601520,1
+46734663153,157419963802619582784535295451332677740,3
+46734763589,273523009401242436547622844042750629108,4
+46734796012,248330698515250627391293343476395059536,4
+46734797689,148104602602570860883781833546800190838,2
+46734810618,222626469382318727985011874196998126838,5
+46734810618,330007758296984686192356327904845969268,4
+46734827820,251152848262311287574748776865044660472,5
+46734827820,259134140674614749133608122928524523747,3
+46734830647,199539557265180923745958434347342541742,2
+46734834928,144614982587775153584319864057504564962,1
+46734836583,17480914207644473687409411067570529647,3
+46734852217,203207669093454076739449458180633111780,2
+46734868111,151827231048565300857422012066756323532,4
+46734959790,329338492264994007104868900389556835053,4
+46734975229,315550906093192993333895046440530925591,6
+46734975229,331878015472290258713571984047890936984,5
+46734979310,193713379665746365003566478705608467988,2
+46734979310,53620511474324361433688411947798828651,2
+46734990197,112950976145993467744307338619804008063,3
+46734999734,326037940567250929147608733085085694730,2
+46735003924,178203045832371467491875967879539811600,3
+46735003924,242014658197122152355247246834818071,6
+46735003924,300137136187176681325757646148575414408,4
+46735004938,85995731976227985891812957613349147282,2
+46735005235,24016487602055310800146650546795161756,2
+46735009867,204528965316659396719749800165045327041,4
+46735010212,225698322214301214728992933985312951208,9
+46735010212,325396595074841953861959626546950539740,9
+46735010904,182253394331766682708522286367173527190,2
+46735012755,294538109127039750486761513234337706256,2
+46735012767,42992293468067117326131399199729192285,5
+46735015323,122046063061027646312484431434554955554,7
+46735017166,199896759681799511487827424163078026519,2
+46735019043,101811331005579450969043913742905105632,5
+46735022381,181884534257169061799740916552209354078,3
+46735024516,254383576054738466286093218330641400771,6
+46735032422,107975328488208035050471874829222534745,3
+46735032433,137662894528658130412396541131480607865,4
+46735032439,14890773811559382744959208709717625111,2
+46735034871,159976133442953630949416519240060641084,4
+46735036050,310329105935522942026875377467536832034,7
+46735037879,141267773095494520602450285281388238651,4
+46735037879,16805815323651721864098614263004829427,3
+46735037879,214995819198623377980166348639907984384,3
+46735038154,136016231496441990656705852190722499655,4
+46735039402,236163997744856511239698734136287955284,5
+46735039651,126652002845284541058981049662915940291,3
+46735039651,179269539878378141451760572886460205153,4
+46735039651,192164934581076399996600608514094741951,4
+46735039651,256206338986630028512538385289223142793,3
+46735039651,26760930642943757990519843606026814058,3
+46735039651,328535995930663526300768274583624152708,4
+46735039651,48206893473346449449684806226232736223,3
+46735039910,33318072979927935054804738316114219096,3
+46735041794,13374582208152359179761799115947023564,2
+46735041794,242683650853203908600769251073038636146,2
+46735042885,63227871878562045917239013161316010056,9
+46735043333,204210199993981930397227639294788215285,5
+46735046064,255672356836956928763478231651229969033,2
+46735049177,227993623327102943623339629135394510460,5
+46735050785,158742189938486458734862966965376951939,4
+46735053855,76925478230949351596146855758049358607,3
+46735056107,212254124042012586423476935537017997114,1
+46735056813,262503934710596634728199256337412773886,3
+46735057873,91176197229558977160612342898817677637,4
+46735057893,77956556193501733548378969757312911804,5
+46735058773,257635765188595312030263498696013597191,1
+46735058773,53008474697771491687650586935746472872,6
+46735059131,134802855077135917668138808832367707290,4
+46735059500,36045017015427085355426233174362844049,3
+46735060335,35033840869764741175728798389562730112,3
+46735060335,89012537406853422755257771271688094398,3
+46735062004,2232688482590495635613174077883700719,4
+46735062650,62166501165680711113719653535582218822,5
+46735062650,63942705696701205645642111084729641319,3
+46735064104,122912260274712999480040989501151425594,3
+46735070643,19175660453054216346965273139366283257,3
+46735070643,258582051604275584798716516119227263235,3
+46735074775,246493229882446416174595364822198886927,3
+46735074775,280281961694992693868786912533893824758,5
+46735081268,60439808290298006168017814819345656917,4
+46735084661,144348168411725012859769480289695468942,3
+46735085707,43019495090416038566047825400044570729,2
+46735093405,25152754537075806757431249604457063866,4
+46735095709,120969479094154397830025607613692807993,2
+46735095834,40482931777339688831380302214796023297,5
+46735095834,80574200132887664407389444152867043908,3
+46735098939,271841749291548025883255854875392577348,5
+46735109535,79951593115151327118783093549193420881,3
+46735112212,315087770538342836631609465479668055331,4
+46735115403,116077843191416594685371707497613914842,8
+46735121135,116230834674305011711833551236682721423,2
+46735121135,263613116787324956078972217081414997231,2
+46735121475,249627408866740224642526343440021752784,4
+46735122116,191653861326643832997278246002777503683,3
+46735122708,94109179682207437888879259189375375400,5
+46735123501,321830796402244402086533831077767859626,4
+46735124394,160045928714727244280955063652401354967,3
+46735127885,290163596121793299679119559759456057405,2
+46735127885,37496004425340620499804494680895839211,2
+46735128045,289946061586442338403462984189983379345,4
+46735129648,256263092668327319520516157961675466079,5
+46735131449,72663686886079050095551273413373981450,5
+46735136257,333500472156616836527827357054887018292,8
+46735141416,268602605887598595873476807658942208792,3
+46735147805,307204201608122170616636563360437258521,6
+46735150064,294471320131187359398649307609149219412,2
+46735150064,3357280839004493232987622167551649446,3
+46735153604,18428715076769327620677798866515688344,7
+46735154387,162737957519159925160278076287511603201,5
+46735156321,82643416308826893897094422961910538943,3
+46735158772,8598237931288947104666484415806943915,4
+46735163630,52192616908968762406414049456496401891,3
+46735165095,231200895473651125572086251282107541818,2
+46735165095,55602210022034132254522532859027956865,3
+46735165095,61968860261335279434457569900213549388,2
+46735166449,67863953784337062755096761429176345163,2
+46735167421,92233367553478961597075442680619725106,4
+46735169397,234432138838274450395623442750996179432,6
+46735169397,305706387121991891711157837100984000471,4
+46735169775,333044393154414899376621382733998054604,3
+46735174807,68677917252472381534140113917327487551,3
+46735177070,80782624889925771980309909060086207070,2
+46735178429,118746569382853383891871335402567445463,3
+46735178429,135060679461361682066432235111147755328,4
+46735180224,98936992572132946412975847791563400389,6
+46735180890,105420934531464302435507162370539595473,5
+46735181655,169613833868972656753950464982884764094,2
+46735186983,84422851929852892940552958179012007934,2
+46735187082,36890939708187413841824211157911161949,3
+46735191248,87001626678083899901955080411040605420,5
+46735191670,56914078371493784559013623296711173602,2
+46735200906,295918173169447219197490453461187309452,3
+46735200930,67058736987003906266838275806112496104,3
+46735202790,70229815327861247441985351859867360847,4
+46735205128,62453227557446555100404348003422598869,5
+46735206944,164265146322234068684655956848303529775,1
+46735208433,145852329307429282355048281869915816008,4
+46735209821,35126971436805284545961296167608704518,5
+46735213435,80425923769988633958112373121100666532,3
+46735221185,270414996738441813812887682121628335226,8
+46735222214,337672294750511100404404458777266704517,3
+46735228825,295179483878755172169215888350394660838,2
+46735236965,32819699285293545148269624331934450674,2
+46735238823,108023121079285533889924241715599497034,3
+46735251885,114903734584277602192948935603120864851,5
+46735253533,57237612169933543680023352581101718837,5
+46735254479,335484745232742426250820645861208822107,3
+46735255012,177465865471222788566958673745367823656,2
+46735258620,71625266098369947218895112050800472137,7
+46735262189,107680009328800955389650569328147666242,3
+46735262189,125441027013194696839420264534258480311,3
+46735270272,167373460723793070372235602297014968623,6
+46735281343,169230344172608823262385102616760570804,6
+46735281659,300925254245943673917723194458032594842,4
+46735282505,303807693053636509364426130784078611956,2
+46735283779,231576373658911581122104021875176860887,4
+46735286261,209316820577273505728633721367041590532,3
+46735290148,91546266647971999652081488968952143251,10
+46735292470,184088778848839922752757992365301907447,3
+46735293512,166961844627807538420253038761289027207,4
+46735296517,105360467490019041926260773482410699271,10
+46735296517,247653198416836443237515144294455540615,7
+46735296517,276648631252440356242919989388812134497,7
+46735296517,311181118509653246641995139550274231129,4
+46735296517,329994913905217342907459314518492462047,6
+46735298942,183360245908600929720968781555289374482,4
+46735301083,209429107402533230303343017104798956065,5
+46735301083,278847231010431442049522657346054500876,4
+46735301083,33802596548044500678420582898743893903,1
+46735301337,155774652471404401184077607722600678563,3
+46735301337,86544664431491389551350374628011077628,3
+46735303167,266990280270293960880063814128330152120,7
+46735303543,19028833362248617302349060255137006072,2
+46735305579,204383008584655770279427644270274804623,4
+46735306862,190958422901242981316528715224529904868,4
+46735308195,210448296846692237676070996553401093618,3
+46735315075,76008109328426442547592100064971227810,4
+46735315958,57436156414770403246845298255943085378,7
+46735320896,170264147934589775254314122364722697575,5
+46735328304,294688487307155814029464653507807607553,3
+46735328879,154623442477242519127066447499438322400,3
+46735330317,48520976101995274821066474061628371814,4
+46735332114,137345552317856269753024700561546449917,7
+46735332114,143430704575678708076406067130122402602,2
+46735332114,327399410698962755618670212117403337439,6
+46735332694,266309858192515959911648806256172701047,6
+46735334819,122034639129706462708874730232959065798,6
+46735336797,146367663875305972848171854660071328417,3
+46735340213,29701329045636044162983666323572757425,3
+46735342036,223441949827308899162014295045264769181,5
+46735346875,158486224987246238381700435536928852639,5
+46735346875,248008199822066022470026657179722310876,2
+46735346875,291791411433958439879440780434203626422,4
+46735346875,30609172824919358308277987184482345438,3
+46735350616,295339780185595343739032447476482568524,4
+46735353688,250595255185161663113144827201787832261,5
+46735360818,257914170336063940295213883755982357991,3
+46735361045,41345029109105053126381292434028419791,4
+46735362302,184631554929732712447720651294662878974,2
+46735365932,134394795220365038618672110246207934375,3
+46735366256,18698732487337829038997886140035485969,3
+46735368228,26808174279974109340169109852467998128,3
+46735373356,51001435047473115297120819363138588575,8
+46735374400,293827356006098728346280677044204198806,5
+46735390151,305546365645604209116422815510687346235,5
+46735391631,48182355516085381654531163892438884933,3
+46735396690,53769882762503717247082965507487872426,5
+46735398366,144351942724207209466622887144483798287,3
+46735399009,152245192095447058019613600159196296848,5
+46735399009,209004963876840415127600897692820820251,3
+46735399009,335826461935086976901905931701117737224,2
+46735400790,17470379108582948119842264167104206215,4
+46735406059,299383462874760800276888457432764586786,5
+46735409580,124836491580448504125022874774471529083,7
+46735410036,312666618528860063482292980823027656639,3
+46735411058,197752666678762274443390870981877785240,2
+46735415000,137613586221428666594201156382701299626,3
+46735415000,15695299137995662499823840327956028921,4
+46735415000,20991947901410836953399803197724304512,3
+46735418209,49604112484269418542013029614267869740,2
+46735424470,259732106582410155393547007990681778093,3
+46735443077,24689785109050804805028144126287521933,4
+46735445958,295856440944781784888450761859045218351,6
+46735445958,335934680166158330382007450249565546871,2
+46735448275,75085972033692501084714339258986225324,9
+46735449379,223874678304375440907551784372897910232,3
+46735451279,247247978521254713683403733249083831348,2
+46735451671,206325400488503761832429364693114770438,6
+46735452850,143815647104307658776797716221759768541,3
+46735452850,306745903695660238777257983930781856979,3
+46735454360,52062969958177675639166113048483826143,2
+46735454406,144210049204865949866537071523792098480,2
+46735456622,86780886010700010723936761109054171684,4
+46735458055,41621779495916519631159036157071784818,2
+46735460140,287806116819862690130993188968971818779,4
+46735466256,333657333443463875839533184448039948751,2
+46735466811,301514483885933267462440086386734190814,4
+46735467404,103992653327694829059202065537552463717,3
+46735504425,174739221505338746044785713677165515029,3
+46735506669,21905853586736049153512950320261738532,5
+46735506669,286728081451990932419897608416697838801,4
+46735508060,46991607059897633818257322457090395908,2
+46735508647,185685200699067154387848971815944615092,3
+46735508647,220577789379161222844535258110508114253,3
+46735509798,289141994863956926226929907791804196814,2
+46735511062,124906594784748782486416051840074806798,5
+46735518080,63342700226598148328003698584986938244,6
+46735519055,325812814563026483872463912327417826959,3
+46735521451,187151296383950374788900623255742649963,3
+46735523995,68515739992676685088994035487166720581,6
+46735533381,159533099314714169439580366609733451414,10
+46735534074,205831924854422848963926091972074639177,3
+46735536449,306175004837920515529065082834409706695,3
+46735538988,79840477047580170564939123102462698383,2
+46735540835,108142849271524344783679279893345608961,3
+46735541600,103884691934381534364277851695482382243,3
+46735549001,239685150903798932405090381096705452492,2
+46735550296,141277163169650163317839938918795985296,2
+46735552020,321272408088106540815292086496753848130,2
+46735556428,34482768591967894862221502603600190169,4
+46735566330,26886159030031142688963384433981790491,2
+46735575852,3522090413136366194165187964937296548,3
+46735578764,275815455767432439774964081925266918775,3
+46735582859,297531141926341856151329131216230866246,2
+46735587881,260621294333978530836992473180089450001,4
+46735588236,42523904875036413712510945872429905724,9
+46735591298,12759137576269858521040038044513248954,5
+46735591298,172574273339136135828171864834502056987,4
+46735599675,172740414436777254503918744162652762042,3
+46735604240,230026084602251853227818746600299991763,3
+46735604765,187513598887302097434289354498837505899,3
+46735645813,226980827502217362286398160038775082968,5
+46735645813,238945144760432338450378295881683821584,4
+46735645813,245015777043466037157276747246398686205,4
+46735645813,292117880019994985407536556211504231463,3
+46735646380,301043646221156629079304032556179302185,3
+46735646674,172197685180239963096829951503813238894,4
+46735671541,216878922003954346049483247253717437904,5
+46735674944,197136011741528330964887532070748122075,3
+46735676735,110229162048824140668708759565661404298,4
+46735683020,173586587027591120566446803351438560541,3
+46735693886,311721300009560370260317043611027083862,3
+46735701474,78207597200574023639513218692832543502,3
+46735702345,335919545222312956239093436775397194415,4
+46735704133,275320609559380456544682658243226102613,4
+46735708372,165646369757880928058249499671322079642,5
+46735710051,37712547420221909260140306932134497901,9
+46735710051,71224372757797666271471123245690738520,2
+46735710051,77136159055608798896822211542491473583,4
+46735718092,320552904277324420200771681502434873185,6
+46735718597,86824418314738017941290720721835452319,3
+46735727729,156661286230610146914634897412866984594,3
+46735727789,178447915219244364448894004278401423456,1
+46735729179,113088970334384402614775400398941390601,5
+46735729179,320682283985710826050367476787899482631,3
+46735733440,173398735009932714739365850199784028535,4
+46735740092,273878450516078944313291983077678191604,3
+46735744370,74456756868329066868361076424907141332,2
+46735744430,245601913869120787547123056304864499850,4
+46735747095,245249707957886002371347693308306991052,2
+46735753961,232630577753100355318365681933753497717,2
+46735757861,50964568911745036635512562326693660216,4
+46735763138,122144922349566326030170325153716071527,6
+46735764759,72461520929365139148427900952891220175,3
+46735771330,107184710700775205522028335213750699817,8
+46735771330,46548168675087226982810414770794691331,8
+46735775480,19629114401333218205166387874290710718,8
+46735788063,84191980358121359418959734439681819069,3
+46735794384,139068441735022886266406510809981436404,4
